BMID000000140669,'BMID000000008503;BMID000000008504;BMID000000008505;BMID000000008506;BMID000000008507;BMID000000008508;BMID000000008509;BMID000000008510;BMID000000008511;BMID000000008512;BMID000000008513;BMID000000008514;BMID000000008515;BMID000000008516;BMID000000063805;BMID000000063806;BMID000000063807;BMID000000063808;BMID000000063809;BMID000000063810;BMID000000063811;BMID000000063812;BMID000000063813;BMID000000063814;BMID000000063815;BMID000000063816;BMID000000063817;BMID000000063818;BMID000000063819;BMID000000063820;BMID000000063821;BMID000000063822;BMID000000063823;BMID000000063824;BMID000000063825;BMID000000063826;BMID000000063827;BMID000000063828;BMID000000063829;BMID000000063830;BMID000000063831;BMID000000063832;BMID000000063833;BMID000000063834;BMID000000063835;BMID000000063836;BMID000000063837;BMID000000063838;BMID000000063839;BMID000000063840;BMID000000063841;BMID000000063842;BMID000000063843;BMID000000063844;BMID000000063845;BMID000000063846;BMID000000063847;BMID000000063848;BMID000000063849;BMID000000063850;BMID000000063851;BMID000000063852;BMID000000063853;BMID000000063854;BMID000000063855;BMID000000063856;BMID000000063857;BMID000000063858;BMID000000063859;BMID000000063860;BMID000000063861;BMID000000063862;BMID000000063863;BMID000000063864;BMID000000063865;BMID000000063866;BMID000000063867;BMID000000063868;BMID000000063869;BMID000000063870;BMID000000063871;BMID000000063872;BMID000000063873;BMID000000063874;BMID000000063875;BMID000000063876;BMID000000063877;BMID000000063878;BMID000000063879;BMID000000063880;BMID000000063881;BMID000000063882;BMID000000063883;BMID000000063884;BMID000000063885;BMID000000063886;BMID000000063887;BMID000000063888;BMID000000063889;BMID000000063890;BMID000000063891;BMID000000063892;BMID000000063893;BMID000000063894'
BMID000000140997,'BMID000000014562;BMID000000014563;BMID000000014564;BMID000000014565;BMID000000014566;BMID000000014567;BMID000000014568;BMID000000014569;BMID000000014570;BMID000000014571;BMID000000014572;BMID000000014573;BMID000000014574;BMID000000014575;BMID000000014576;BMID000000014577;BMID000000088306;BMID000000088307;BMID000000088308;BMID000000088309;BMID000000088310;BMID000000088311;BMID000000088312;BMID000000088313;BMID000000088314;BMID000000088315;BMID000000088316;BMID000000088317;BMID000000088318;BMID000000088319;BMID000000088320;BMID000000088321;BMID000000088322;BMID000000088323;BMID000000088324;BMID000000088325;BMID000000088326;BMID000000088327;BMID000000088328;BMID000000088329;BMID000000088330;BMID000000088331;BMID000000088332;BMID000000088333;BMID000000088334;BMID000000088335;BMID000000088336;BMID000000088337;BMID000000088338;BMID000000088339;BMID000000088340;BMID000000088341;BMID000000088342;BMID000000088343;BMID000000088344;BMID000000088345;BMID000000088346;BMID000000088347;BMID000000088348;BMID000000088349;BMID000000088350;BMID000000088351;BMID000000088352;BMID000000088353;BMID000000088354;BMID000000088355;BMID000000088356;BMID000000088357;BMID000000088358;BMID000000088359;BMID000000088360;BMID000000088361;BMID000000088362;BMID000000088363;BMID000000088364;BMID000000088365;BMID000000088366;BMID000000088367;BMID000000088368;BMID000000088369;BMID000000088370;BMID000000088371;BMID000000088372;BMID000000088373;BMID000000088374;BMID000000088375;BMID000000088376;BMID000000088377;BMID000000088378;BMID000000088379;BMID000000088380;BMID000000088381;BMID000000088382;BMID000000088383;BMID000000088384;BMID000000088385;BMID000000088386;BMID000000088387;BMID000000088388;BMID000000088389'
BMID000000141044,'BMID000000015139;BMID000000015140;BMID000000015141;BMID000000015142;BMID000000015143;BMID000000015144;BMID000000015145;BMID000000015146;BMID000000015147;BMID000000015148;BMID000000015149;BMID000000015150;BMID000000015151;BMID000000090775;BMID000000090776;BMID000000090777;BMID000000090778;BMID000000090779;BMID000000090780;BMID000000090781;BMID000000090782;BMID000000090783;BMID000000090784;BMID000000090785;BMID000000090786;BMID000000090787;BMID000000090788;BMID000000090789;BMID000000090790;BMID000000090791;BMID000000090792;BMID000000090793;BMID000000090794;BMID000000090795;BMID000000090796;BMID000000090797;BMID000000090798;BMID000000090799;BMID000000090800;BMID000000090801;BMID000000090802;BMID000000090803;BMID000000090804;BMID000000090805;BMID000000090806;BMID000000090807;BMID000000090808;BMID000000090809;BMID000000090810;BMID000000090811;BMID000000090812;BMID000000090813;BMID000000090814;BMID000000090815;BMID000000090816;BMID000000090817;BMID000000090818;BMID000000090819;BMID000000090820;BMID000000090821;BMID000000090822;BMID000000090823;BMID000000090824;BMID000000090825;BMID000000090826;BMID000000090827;BMID000000090828;BMID000000090829;BMID000000090830;BMID000000090831;BMID000000090832;BMID000000090833;BMID000000090834;BMID000000090835;BMID000000090836;BMID000000090837;BMID000000090838;BMID000000090839;BMID000000090840;BMID000000090841;BMID000000090842;BMID000000090843;BMID000000090844;BMID000000090845;BMID000000090846;BMID000000090847;BMID000000090848;BMID000000090849;BMID000000090850;BMID000000090851;BMID000000090852;BMID000000090853;BMID000000090854;BMID000000141215;BMID000000141251;BMID000000141264;BMID000000141586;BMID000000141614;BMID000000141666;BMID000000141769'
BMID000000140418,'BMID000000013553;BMID000000013554;BMID000000013555;BMID000000013556;BMID000000013557;BMID000000013558;BMID000000013559;BMID000000013560;BMID000000013561;BMID000000013562;BMID000000013563;BMID000000013564;BMID000000013565;BMID000000013566;BMID000000013567;BMID000000083884;BMID000000083885;BMID000000083886;BMID000000083887;BMID000000083888;BMID000000083889;BMID000000083890;BMID000000083891;BMID000000083892;BMID000000083893;BMID000000083894;BMID000000083895;BMID000000083896;BMID000000083897;BMID000000083898;BMID000000083899;BMID000000083900;BMID000000083901;BMID000000083902;BMID000000083903;BMID000000083904;BMID000000083905;BMID000000083906;BMID000000083907;BMID000000083908;BMID000000083909;BMID000000083910;BMID000000083911;BMID000000083912;BMID000000083913;BMID000000083914;BMID000000083915;BMID000000083916;BMID000000083917;BMID000000083918;BMID000000083919;BMID000000083920;BMID000000083921;BMID000000083922;BMID000000083923;BMID000000083924;BMID000000083925;BMID000000083926;BMID000000083927;BMID000000083928;BMID000000083929;BMID000000083930;BMID000000083931;BMID000000083932;BMID000000083933;BMID000000083934;BMID000000083935;BMID000000083936;BMID000000083937;BMID000000083938;BMID000000083939;BMID000000083940;BMID000000083941;BMID000000083942;BMID000000083943;BMID000000083944;BMID000000083945;BMID000000083946;BMID000000083947;BMID000000083948;BMID000000083949;BMID000000083950;BMID000000083951;BMID000000083952;BMID000000083953;BMID000000083954;BMID000000083955;BMID000000083956'
BMID000000141641,'BMID000000023661;BMID000000023662;BMID000000023663;BMID000000023664;BMID000000023665;BMID000000023666;BMID000000023667;BMID000000023668;BMID000000023669;BMID000000023670;BMID000000023671;BMID000000023672;BMID000000023673;BMID000000023674;BMID000000125326;BMID000000125327;BMID000000125328;BMID000000125329;BMID000000125330;BMID000000125331;BMID000000125332;BMID000000125333;BMID000000125334;BMID000000125335;BMID000000125336;BMID000000125337;BMID000000125338;BMID000000125339;BMID000000125340;BMID000000125341;BMID000000125342;BMID000000125343;BMID000000125344;BMID000000125345;BMID000000125346;BMID000000125347;BMID000000125348;BMID000000125349;BMID000000125350;BMID000000125351;BMID000000125352;BMID000000125353;BMID000000125354;BMID000000125355;BMID000000125356;BMID000000125357;BMID000000125358;BMID000000125359;BMID000000125360;BMID000000125361;BMID000000125362;BMID000000125363;BMID000000125364;BMID000000125365;BMID000000125366;BMID000000125367;BMID000000125368;BMID000000125369;BMID000000125370;BMID000000125371;BMID000000125372;BMID000000125373;BMID000000125374;BMID000000125375;BMID000000125376;BMID000000125377;BMID000000125378;BMID000000125379;BMID000000125380;BMID000000125381;BMID000000125382;BMID000000125383;BMID000000125384'
BMID000000141388,'BMID000000006832;BMID000000006833;BMID000000006834;BMID000000006835;BMID000000006836;BMID000000006837;BMID000000006838;BMID000000006839;BMID000000006840;BMID000000006841;BMID000000006842;BMID000000006843;BMID000000006844;BMID000000006845;BMID000000006846;BMID000000006847;BMID000000006848;BMID000000056341;BMID000000056342;BMID000000056343;BMID000000056344;BMID000000056345;BMID000000056346;BMID000000056347;BMID000000056348;BMID000000056349;BMID000000056350;BMID000000056351;BMID000000056352;BMID000000056353;BMID000000056354;BMID000000056355;BMID000000056356;BMID000000056357;BMID000000056358;BMID000000056359;BMID000000056360;BMID000000056361;BMID000000056362;BMID000000056363;BMID000000056364;BMID000000056365;BMID000000056366;BMID000000056367;BMID000000056368;BMID000000056369;BMID000000056370;BMID000000056371;BMID000000056372;BMID000000056373;BMID000000056374;BMID000000056375;BMID000000056376;BMID000000056377;BMID000000056378;BMID000000056379;BMID000000056380;BMID000000056381;BMID000000056382;BMID000000056383;BMID000000056384;BMID000000056385;BMID000000056386;BMID000000056387;BMID000000056388;BMID000000056389;BMID000000056390;BMID000000056391;BMID000000056392;BMID000000056393;BMID000000056394;BMID000000056395;BMID000000056396;BMID000000056397;BMID000000056398;BMID000000056399;BMID000000056400;BMID000000056401;BMID000000056402;BMID000000056403;BMID000000056404;BMID000000056405;BMID000000056406;BMID000000056407;BMID000000056408;BMID000000056409;BMID000000056410;BMID000000056411;BMID000000056412;BMID000000056413;BMID000000056414;BMID000000056415;BMID000000056416;BMID000000056417;BMID000000056418;BMID000000056419;BMID000000056420;BMID000000056421;BMID000000056422;BMID000000056423;BMID000000056424;BMID000000056425;BMID000000056426;BMID000000056427;BMID000000056428;BMID000000056429;BMID000000056430;BMID000000056431;BMID000000056432;BMID000000056433'
BMID000000141191,'BMID000000009879;BMID000000009880;BMID000000009881;BMID000000009882;BMID000000009883;BMID000000009884;BMID000000009885;BMID000000009886;BMID000000009887;BMID000000009888;BMID000000009889;BMID000000009890;BMID000000009891;BMID000000009892;BMID000000068564;BMID000000068565;BMID000000068566;BMID000000068567;BMID000000068568;BMID000000068569;BMID000000068570;BMID000000068571;BMID000000068572;BMID000000068573;BMID000000068574;BMID000000068575;BMID000000068576;BMID000000068577;BMID000000068578;BMID000000068579;BMID000000068580;BMID000000068581;BMID000000068582;BMID000000068583;BMID000000068584;BMID000000068585;BMID000000068586;BMID000000068587;BMID000000068588;BMID000000068589;BMID000000068590;BMID000000068591;BMID000000068592;BMID000000068593;BMID000000068594;BMID000000068595;BMID000000068596;BMID000000068597;BMID000000068598;BMID000000068599;BMID000000068600;BMID000000068601;BMID000000068602;BMID000000068603;BMID000000068604;BMID000000068605;BMID000000068606;BMID000000068607;BMID000000068608;BMID000000068609;BMID000000068610;BMID000000068611;BMID000000068612;BMID000000068613;BMID000000068614;BMID000000068615;BMID000000068616;BMID000000068617;BMID000000068618;BMID000000068619;BMID000000068620;BMID000000068621;BMID000000068622;BMID000000068623;BMID000000068624;BMID000000068625;BMID000000068626;BMID000000068627;BMID000000068628;BMID000000068629;BMID000000068630;BMID000000068631;BMID000000068632;BMID000000068633;BMID000000142045'
BMID000000141911,'BMID000000026888;BMID000000026889;BMID000000026890;BMID000000026891;BMID000000026892;BMID000000026893;BMID000000026894;BMID000000026895;BMID000000026896;BMID000000026897;BMID000000026898;BMID000000026899;BMID000000026900;BMID000000026901;BMID000000026902;BMID000000138432;BMID000000138433;BMID000000138434;BMID000000138435;BMID000000138436;BMID000000138437;BMID000000138438;BMID000000138439;BMID000000138440;BMID000000138441;BMID000000138442;BMID000000138443;BMID000000138444;BMID000000138445;BMID000000138446;BMID000000138447;BMID000000138448;BMID000000138449;BMID000000138450;BMID000000138451;BMID000000138452;BMID000000138453;BMID000000138454;BMID000000138455;BMID000000138456;BMID000000138457;BMID000000138458;BMID000000138459;BMID000000138460;BMID000000138461;BMID000000138462;BMID000000138463;BMID000000138464;BMID000000138465;BMID000000138466;BMID000000138467;BMID000000138468;BMID000000138469;BMID000000138470;BMID000000138471;BMID000000138472;BMID000000138473;BMID000000138474;BMID000000138475;BMID000000138476;BMID000000138477;BMID000000138478;BMID000000138479;BMID000000138480;BMID000000138481;BMID000000138482;BMID000000138483;BMID000000138484;BMID000000138485;BMID000000138486;BMID000000138487;BMID000000138488;BMID000000138489;BMID000000138490;BMID000000138491;BMID000000138492;BMID000000138493;BMID000000138494'
BMID000000141245,'BMID000000013326;BMID000000013327;BMID000000013328;BMID000000013329;BMID000000013330;BMID000000013331;BMID000000013332;BMID000000013333;BMID000000013334;BMID000000013335;BMID000000013336;BMID000000013337;BMID000000013338;BMID000000013339;BMID000000013340;BMID000000083000;BMID000000083001;BMID000000083002;BMID000000083003;BMID000000083004;BMID000000083005;BMID000000083006;BMID000000083007;BMID000000083008;BMID000000083009;BMID000000083010;BMID000000083011;BMID000000083012;BMID000000083013;BMID000000083014;BMID000000083015;BMID000000083016;BMID000000083017;BMID000000083018;BMID000000083019;BMID000000083020;BMID000000083021;BMID000000083022;BMID000000083023;BMID000000083024;BMID000000083025;BMID000000083026;BMID000000083027;BMID000000083028;BMID000000083029;BMID000000083030;BMID000000083031;BMID000000083032;BMID000000083033;BMID000000083034;BMID000000083035;BMID000000083036;BMID000000083037;BMID000000083038;BMID000000083039;BMID000000083040;BMID000000083041;BMID000000083042;BMID000000083043;BMID000000083044;BMID000000083045;BMID000000083046;BMID000000083047;BMID000000083048;BMID000000083049;BMID000000083050;BMID000000083051;BMID000000083052;BMID000000083053;BMID000000083054;BMID000000083055;BMID000000083056;BMID000000083057'
BMID000000141888,'BMID000000008517;BMID000000008518;BMID000000008519;BMID000000008520;BMID000000008521;BMID000000008522;BMID000000008523;BMID000000008524;BMID000000008525;BMID000000008526;BMID000000008527;BMID000000008528;BMID000000008529;BMID000000008530;BMID000000008531;BMID000000008532;BMID000000008533;BMID000000063895;BMID000000063896;BMID000000063897;BMID000000063898;BMID000000063899;BMID000000063900;BMID000000063901;BMID000000063902;BMID000000063903;BMID000000063904;BMID000000063905;BMID000000063906;BMID000000063907;BMID000000063908;BMID000000063909;BMID000000063910;BMID000000063911;BMID000000063912;BMID000000063913;BMID000000063914;BMID000000063915;BMID000000063916;BMID000000063917;BMID000000063918;BMID000000063919;BMID000000063920;BMID000000063921;BMID000000063922;BMID000000063923;BMID000000063924;BMID000000063925;BMID000000063926;BMID000000063927;BMID000000063928;BMID000000063929;BMID000000063930;BMID000000063931;BMID000000063932;BMID000000063933;BMID000000063934;BMID000000063935;BMID000000063936;BMID000000063937;BMID000000063938;BMID000000063939;BMID000000063940;BMID000000063941;BMID000000063942;BMID000000063943;BMID000000063944;BMID000000063945;BMID000000063946;BMID000000063947;BMID000000063948;BMID000000063949;BMID000000063950;BMID000000063951;BMID000000063952;BMID000000063953;BMID000000063954;BMID000000063955;BMID000000063956;BMID000000063957;BMID000000063958;BMID000000063959;BMID000000063960;BMID000000063961;BMID000000063962;BMID000000063963;BMID000000063964;BMID000000063965;BMID000000063966;BMID000000063967;BMID000000063968;BMID000000063969;BMID000000063970;BMID000000063971;BMID000000063972'
